timestamp,x,y,z,pitch,yaw,roll,confidence,cpu_usage
351930,-0.000220616,0.00485366,0.00797254,72.4922,0.312787,176.893,0.22,192.72
351930,-0.000193041,0.00483839,0.00797121,72.4923,0.311631,176.892,0.22,192.827
351930,-0.000370016,0.0047227,0.0079441,72.4924,0.306557,176.887,0.22,192.989
351930,-0.000444201,0.00465689,0.00792953,72.4924,0.299588,176.881,0.22,193.034
351930,-0.000519706,0.00459192,0.00791476,72.4918,0.2985,176.88,0.22,193.086
351930,-0.000491175,0.00457603,0.00791227,72.4914,0.295741,176.878,0.22,193.122
351930,-0.000463495,0.00456063,0.00790985,72.491,0.293065,176.876,0.22,193.161
351930,-0.000536678,0.00449292,0.00789355,72.4929,0.28672,176.87,0.22,193.221
351930,-0.000508464,0.00447645,0.00789026,72.493,0.291995,176.875,0.22,193.269
351930,-0.000480603,0.00446017,0.00788683,72.4929,0.288971,176.872,0.22,193.435
351930,-0.000362687,0.00449076,0.00787498,72.491,0.294448,176.875,0.26,193.674
351930,-0.00042782,0.0044338,0.00784262,72.4917,0.293319,176.874,0.26,193.717
351930,-0.000407549,0.00441363,0.00783626,72.4921,0.291728,176.872,0.26,193.749
351930,-0.000470924,0.00435476,0.00780308,72.4924,0.292111,176.873,0.26,193.995
